Wisp,https://cards.eternalwarcry.com/cards/full/Wisp.png
Locust,https://cards.eternalwarcry.com/cards/full/Locust.png
Sandcrawler,https://cards.eternalwarcry.com/cards/full/Sandcrawler.png
Rhinarc,https://cards.eternalwarcry.com/cards/full/Rhinarc.png
Sentinel,https://cards.eternalwarcry.com/cards/full/Sentinel.png
Owl,https://cards.eternalwarcry.com/cards/full/Owl.png
Gemblade,https://cards.eternalwarcry.com/cards/full/Gemblade.png
Frog,https://cards.eternalwarcry.com/cards/full/Frog.png
Snowball,https://cards.eternalwarcry.com/cards/full/Snowball.png
Pig,https://cards.eternalwarcry.com/cards/full/Pig.png
Serpent Hatchling,https://cards.eternalwarcry.com/cards/full/Serpent_Hatchling.png
Sky Serpent,https://cards.eternalwarcry.com/cards/full/Sky_Serpent.png
Carnosaur,https://cards.eternalwarcry.com/cards/full/Carnosaur.png
Stormdancer,https://cards.eternalwarcry.com/cards/full/Stormdancer.png
Illusionary Dragon,https://cards.eternalwarcry.com/cards/full/Illusionary_Dragon.png
Spiteling,https://cards.eternalwarcry.com/cards/full/Spiteling.png
Vengeful Gargoyle,https://cards.eternalwarcry.com/cards/full/Vengeful_Gargoyle.png
Pale Rider,https://cards.eternalwarcry.com/cards/full/Pale_Rider_Deadly.png
Pale Rider,https://cards.eternalwarcry.com/cards/full/Pale_Rider_Flying.png
Pale Rider,https://cards.eternalwarcry.com/cards/full/Pale_Rider_Killer.png
Pale Rider,https://cards.eternalwarcry.com/cards/full/Pale_Rider_Lifesteal.png
Direwood Beast,https://cards.eternalwarcry.com/cards/full/Direwood_Beast.png
Puma,https://cards.eternalwarcry.com/cards/full/Puma.png
The Tormentor,https://cards.eternalwarcry.com/cards/full/The_Tormentor.png
Mithril Armor,https://cards.eternalwarcry.com/cards/full/Mithril_Armor.png
Dragon's Eye,https://cards.eternalwarcry.com/cards/full/Dragon's_Eye.png
Obsidian Armor,https://cards.eternalwarcry.com/cards/full/Obsidian_Armor.png
Golem,https://cards.eternalwarcry.com/cards/full/Golem.png
Stone Cudgel,https://cards.eternalwarcry.com/cards/full/Stone_Cudgel.png
Titan,https://cards.eternalwarcry.com/cards/full/Titan.png
Fire Sigil,https://cards.eternalwarcry.com/cards/full/Fire_Sigil.png
Flame Blast,https://cards.eternalwarcry.com/cards/full/Flame_Blast.png
Charchain Flail,https://cards.eternalwarcry.com/cards/full/Charchain_Flail.png
Heavy Axe,https://cards.eternalwarcry.com/cards/full/Heavy_Axe.png
Grenadin Drone,https://cards.eternalwarcry.com/cards/full/Grenadin_Drone.png
Light the Fuse,https://cards.eternalwarcry.com/cards/full/Light_the_Fuse.png
Torch,https://cards.eternalwarcry.com/cards/full/Torch.png
Frontier Jito,https://cards.eternalwarcry.com/cards/full/Frontier_Jito.png
Temper,https://cards.eternalwarcry.com/cards/full/Temper.png
Ruthless Stranger,https://cards.eternalwarcry.com/cards/full/Ruthless_Stranger.png
Ticking Grenadin,https://cards.eternalwarcry.com/cards/full/Ticking_Grenadin.png
Oni Ronin,https://cards.eternalwarcry.com/cards/full/Oni_Ronin.png
Warhelm,https://cards.eternalwarcry.com/cards/full/Warhelm.png
Ruin,https://cards.eternalwarcry.com/cards/full/Ruin.png
Pyroknight,https://cards.eternalwarcry.com/cards/full/Pyroknight.png
Rampage,https://cards.eternalwarcry.com/cards/full/Rampage.png
Song of War,https://cards.eternalwarcry.com/cards/full/Song_of_War.png
Brazen Daredevil,https://cards.eternalwarcry.com/cards/full/Brazen_Daredevil.png
Rakano Outlaw,https://cards.eternalwarcry.com/cards/full/Rakano_Outlaw.png
Pyre Adept,https://cards.eternalwarcry.com/cards/full/Pyre_Adept.png
Bladekin Apprentice,https://cards.eternalwarcry.com/cards/full/Bladekin_Apprentice.png
Ornate Katana,https://cards.eternalwarcry.com/cards/full/Ornate_Katana.png
Piercing Shot,https://cards.eternalwarcry.com/cards/full/Piercing_Shot.png
Shogun's Scepter,https://cards.eternalwarcry.com/cards/full/Shogun's_Scepter.png
Rakano Flagbearer,https://cards.eternalwarcry.com/cards/full/Rakano_Flagbearer.png
Burn Out,https://cards.eternalwarcry.com/cards/full/Burn_Out.png
Assembly Line,https://cards.eternalwarcry.com/cards/full/Assembly_Line.png
Rebel Sharpshooter,https://cards.eternalwarcry.com/cards/full/Rebel_Sharpshooter.png
Granite Acolyte,https://cards.eternalwarcry.com/cards/full/Granite_Acolyte.png
Oni Quartermaster,https://cards.eternalwarcry.com/cards/full/Oni_Quartermaster.png
Rally,https://cards.eternalwarcry.com/cards/full/Rally.png
Censari Brigand,https://cards.eternalwarcry.com/cards/full/Censari_Brigand.png
Centaur Outrider,https://cards.eternalwarcry.com/cards/full/Centaur_Outrider.png
Guerrilla Fighter,https://cards.eternalwarcry.com/cards/full/Guerrilla_Fighter.png
Recogulator,https://cards.eternalwarcry.com/cards/full/Recogulator.png
Steelfang Chakram,https://cards.eternalwarcry.com/cards/full/Steelfang_Chakram.png
Cloud of Ash,https://cards.eternalwarcry.com/cards/full/Cloud_of_Ash.png
Furnace Mage,https://cards.eternalwarcry.com/cards/full/Furnace_Mage.png
Magma Javelin,https://cards.eternalwarcry.com/cards/full/Magma_Javelin.png
Outlands Sniper,https://cards.eternalwarcry.com/cards/full/Outlands_Sniper.png
Rebel Illuminator,https://cards.eternalwarcry.com/cards/full/Rebel_Illuminator.png
Oni Striker,https://cards.eternalwarcry.com/cards/full/Oni_Striker.png
Infernus,https://cards.eternalwarcry.com/cards/full/Infernus.png
Calderan Gunsmith,https://cards.eternalwarcry.com/cards/full/Calderan_Gunsmith.png
Soulfire Drake,https://cards.eternalwarcry.com/cards/full/Soulfire_Drake.png
Obliterate,https://cards.eternalwarcry.com/cards/full/Obliterate.png
Dusthoof Brawler,https://cards.eternalwarcry.com/cards/full/Dusthoof_Brawler.png
Centaur Raidleader,https://cards.eternalwarcry.com/cards/full/Centaur_Raidleader.png
Shogun of the Wastes,https://cards.eternalwarcry.com/cards/full/Shogun_of_the_Wastes.png
Stonescar Maul,https://cards.eternalwarcry.com/cards/full/Stonescar_Maul.png
Frontline Cyclops,https://cards.eternalwarcry.com/cards/full/Frontline_Cyclops.png
Worldpyre Phoenix,https://cards.eternalwarcry.com/cards/full/Worldpyre_Phoenix.png
Hellfire Rifle,https://cards.eternalwarcry.com/cards/full/Hellfire_Rifle.png
General Izalio,https://cards.eternalwarcry.com/cards/full/General_Izalio.png
Crowd Favorite,https://cards.eternalwarcry.com/cards/full/Crowd_Favorite.png
Claw of the First Dragon,https://cards.eternalwarcry.com/cards/full/Claw_of_the_First_Dragon.png
Steelbound Dragon,https://cards.eternalwarcry.com/cards/full/Steelbound_Dragon.png
"Kaleb, Uncrowned Prince","https://cards.eternalwarcry.com/cards/full/Kaleb,_Uncrowned_Prince.png"
Lavablood Goliath,https://cards.eternalwarcry.com/cards/full/Lavablood_Goliath.png
Time Sigil,https://cards.eternalwarcry.com/cards/full/Time_Sigil.png
Sand Warrior,https://cards.eternalwarcry.com/cards/full/Sand_Warrior.png
Copper Conduit,https://cards.eternalwarcry.com/cards/full/Copper_Conduit.png
Infinite Hourglass,https://cards.eternalwarcry.com/cards/full/Infinite_Hourglass.png
Water of Life,https://cards.eternalwarcry.com/cards/full/Water_of_Life.png
Ornamental Daggers,https://cards.eternalwarcry.com/cards/full/Ornamental_Daggers.png
Slow,https://cards.eternalwarcry.com/cards/full/Slow.png
Excavate,https://cards.eternalwarcry.com/cards/full/Excavate.png
Humbug,https://cards.eternalwarcry.com/cards/full/Humbug.png
Sanctuary Priest,https://cards.eternalwarcry.com/cards/full/Sanctuary_Priest.png
Initiate of the Sands,https://cards.eternalwarcry.com/cards/full/Initiate_of_the_Sands.png
Predator's Instinct,https://cards.eternalwarcry.com/cards/full/Predator's_Instinct.png
Unlock Potential,https://cards.eternalwarcry.com/cards/full/Unlock_Potential.png
Bold Adventurer,https://cards.eternalwarcry.com/cards/full/Bold_Adventurer.png
Voice of the Speaker,https://cards.eternalwarcry.com/cards/full/Voice_of_the_Speaker.png
Twinning Ritual,https://cards.eternalwarcry.com/cards/full/Twinning_Ritual.png
Teleport,https://cards.eternalwarcry.com/cards/full/Teleport.png
Secret Pages,https://cards.eternalwarcry.com/cards/full/Secret_Pages.png
Friendly Wisp,https://cards.eternalwarcry.com/cards/full/Friendly_Wisp.png
Sauropod Wrangler,https://cards.eternalwarcry.com/cards/full/Sauropod_Wrangler.png
Ephemeral Wisp,https://cards.eternalwarcry.com/cards/full/Ephemeral_Wisp.png
Accelerate,https://cards.eternalwarcry.com/cards/full/Accelerate.png
Dawnwalker,https://cards.eternalwarcry.com/cards/full/Dawnwalker.png
Synchronized Strike,https://cards.eternalwarcry.com/cards/full/Synchronized_Strike.png
Dune Phantom,https://cards.eternalwarcry.com/cards/full/Dune_Phantom.png
Ageless Mentor,https://cards.eternalwarcry.com/cards/full/Ageless_Mentor.png
Dispel,https://cards.eternalwarcry.com/cards/full/Dispel.png
Determined Stranger,https://cards.eternalwarcry.com/cards/full/Determined_Stranger.png
Amber Acolyte,https://cards.eternalwarcry.com/cards/full/Amber_Acolyte.png
Clockroach,https://cards.eternalwarcry.com/cards/full/Clockroach.png
Decay,https://cards.eternalwarcry.com/cards/full/Decay.png
Scorpion Wasp,https://cards.eternalwarcry.com/cards/full/Scorpion_Wasp.png
Steward of Prophecy,https://cards.eternalwarcry.com/cards/full/Steward_of_Prophecy.png
Healer's Cloak,https://cards.eternalwarcry.com/cards/full/Healer's_Cloak.png
Sandstorm Titan,https://cards.eternalwarcry.com/cards/full/Sandstorm_Titan.png
Praxis Displacer,https://cards.eternalwarcry.com/cards/full/Praxis_Displacer.png
Towertop Patrol,https://cards.eternalwarcry.com/cards/full/Towertop_Patrol.png
Xenan Guardian,https://cards.eternalwarcry.com/cards/full/Xenan_Guardian.png
Xenan Obelisk,https://cards.eternalwarcry.com/cards/full/Xenan_Obelisk.png
Marisen's Disciple,https://cards.eternalwarcry.com/cards/full/Marisen's_Disciple.png
Ancient Lore,https://cards.eternalwarcry.com/cards/full/Ancient_Lore.png
Idol of Destran,https://cards.eternalwarcry.com/cards/full/Idol_of_Destran.png
Elysian Pathfinder,https://cards.eternalwarcry.com/cards/full/Elysian_Pathfinder.png
Divining Rod,https://cards.eternalwarcry.com/cards/full/Divining_Rod.png
Reliquary Raider,https://cards.eternalwarcry.com/cards/full/Reliquary_Raider.png
Merciless Stranger,https://cards.eternalwarcry.com/cards/full/Merciless_Stranger.png
Striking Snake Formation,https://cards.eternalwarcry.com/cards/full/Striking_Snake_Formation.png
Twinbrood Sauropod,https://cards.eternalwarcry.com/cards/full/Twinbrood_Sauropod.png
Towering Terrazon,https://cards.eternalwarcry.com/cards/full/Towering_Terrazon.png
Lumen Defender,https://cards.eternalwarcry.com/cards/full/Lumen_Defender.png
Mystic Ascendant,https://cards.eternalwarcry.com/cards/full/Mystic_Ascendant.png
Lumen Shepherd,https://cards.eternalwarcry.com/cards/full/Lumen_Shepherd.png
Predatory Carnosaur,https://cards.eternalwarcry.com/cards/full/Predatory_Carnosaur.png
Ancient Terrazon,https://cards.eternalwarcry.com/cards/full/Ancient_Terrazon.png
Dormant Sentinel,https://cards.eternalwarcry.com/cards/full/Dormant_Sentinel.png
Hall of Lost Kings,https://cards.eternalwarcry.com/cards/full/Hall_of_Lost_Kings.png
Pillar of Amar,https://cards.eternalwarcry.com/cards/full/Pillar_of_Amar.png
"Marisen, the Eldest","https://cards.eternalwarcry.com/cards/full/Marisen,_the_Eldest.png"
"Talir, Who Sees Beyond","https://cards.eternalwarcry.com/cards/full/Talir,_Who_Sees_Beyond.png"
Gilded Glaive,https://cards.eternalwarcry.com/cards/full/Gilded_Glaive.png
Justice Sigil,https://cards.eternalwarcry.com/cards/full/Justice_Sigil.png
Valkyrie Aspirant,https://cards.eternalwarcry.com/cards/full/Valkyrie_Aspirant.png
Elder's Feather,https://cards.eternalwarcry.com/cards/full/Elder's_Feather.png
Inspire,https://cards.eternalwarcry.com/cards/full/Inspire.png
Finest Hour,https://cards.eternalwarcry.com/cards/full/Finest_Hour.png
Tinker Apprentice,https://cards.eternalwarcry.com/cards/full/Tinker_Apprentice.png
Protect,https://cards.eternalwarcry.com/cards/full/Protect.png
Detain,https://cards.eternalwarcry.com/cards/full/Detain.png
District Infantry,https://cards.eternalwarcry.com/cards/full/District_Infantry.png
Argenport Soldier,https://cards.eternalwarcry.com/cards/full/Argenport_Soldier.png
Reinforce,https://cards.eternalwarcry.com/cards/full/Reinforce.png
Minotaur Grunt,https://cards.eternalwarcry.com/cards/full/Minotaur_Grunt.png
Tinker Overseer,https://cards.eternalwarcry.com/cards/full/Tinker_Overseer.png
Crownwatch Paladin,https://cards.eternalwarcry.com/cards/full/Crownwatch_Paladin.png
Paladin Oathbook,https://cards.eternalwarcry.com/cards/full/Paladin_Oathbook.png
Rebuke,https://cards.eternalwarcry.com/cards/full/Rebuke.png
Crownwatch Longsword,https://cards.eternalwarcry.com/cards/full/Crownwatch_Longsword.png
Vanquish,https://cards.eternalwarcry.com/cards/full/Vanquish.png
Eager Owlet,https://cards.eternalwarcry.com/cards/full/Eager_Owlet.png
Valorous Stranger,https://cards.eternalwarcry.com/cards/full/Valorous_Stranger.png
Auric Sentry,https://cards.eternalwarcry.com/cards/full/Auric_Sentry.png
Brightmace Paladin,https://cards.eternalwarcry.com/cards/full/Brightmace_Paladin.png
Bronze Cuirass,https://cards.eternalwarcry.com/cards/full/Bronze_Cuirass.png
Order of the Spire,https://cards.eternalwarcry.com/cards/full/Order_of_the_Spire.png
Loyal Watchwing,https://cards.eternalwarcry.com/cards/full/Loyal_Watchwing.png
Valkyrie Enforcer,https://cards.eternalwarcry.com/cards/full/Valkyrie_Enforcer.png
Silverwing Familiar,https://cards.eternalwarcry.com/cards/full/Silverwing_Familiar.png
Emerald Acolyte,https://cards.eternalwarcry.com/cards/full/Emerald_Acolyte.png
Spire Chaplain,https://cards.eternalwarcry.com/cards/full/Spire_Chaplain.png
Hooru Envoy,https://cards.eternalwarcry.com/cards/full/Hooru_Envoy.png
Hero of the People,https://cards.eternalwarcry.com/cards/full/Hero_of_the_People.png
Privilege of Rank,https://cards.eternalwarcry.com/cards/full/Privilege_of_Rank.png
Copperhall Recruit,https://cards.eternalwarcry.com/cards/full/Copperhall_Recruit.png
Hooru Fledgling,https://cards.eternalwarcry.com/cards/full/Hooru_Fledgling.png
Combrei Magister,https://cards.eternalwarcry.com/cards/full/Combrei_Magister.png
Stalwart Shield,https://cards.eternalwarcry.com/cards/full/Stalwart_Shield.png
Armorsmith,https://cards.eternalwarcry.com/cards/full/Armorsmith.png
Treasury Gate,https://cards.eternalwarcry.com/cards/full/Treasury_Gate.png
Mark of Shame,https://cards.eternalwarcry.com/cards/full/Mark_of_Shame.png
Auric Runehammer,https://cards.eternalwarcry.com/cards/full/Auric_Runehammer.png
Silverwing Avenger,https://cards.eternalwarcry.com/cards/full/Silverwing_Avenger.png
Copperhall Blessing,https://cards.eternalwarcry.com/cards/full/Copperhall_Blessing.png
Crownwatch Cavalry,https://cards.eternalwarcry.com/cards/full/Crownwatch_Cavalry.png
Hammer of Might,https://cards.eternalwarcry.com/cards/full/Hammer_of_Might.png
Mithril Mace,https://cards.eternalwarcry.com/cards/full/Mithril_Mace.png
Harsh Rule,https://cards.eternalwarcry.com/cards/full/Harsh_Rule.png
Marshal Ironthorn,https://cards.eternalwarcry.com/cards/full/Marshal_Ironthorn.png
Silverwing Commander,https://cards.eternalwarcry.com/cards/full/Silverwing_Commander.png
Fourth-Tree Elder,https://cards.eternalwarcry.com/cards/full/Fourth-Tree_Elder.png
Plated Demolisher,https://cards.eternalwarcry.com/cards/full/Plated_Demolisher.png
Ceremonial Mask,https://cards.eternalwarcry.com/cards/full/Ceremonial_Mask.png
Civic Peacekeeper,https://cards.eternalwarcry.com/cards/full/Civic_Peacekeeper.png
Valkyrie Wings,https://cards.eternalwarcry.com/cards/full/Valkyrie_Wings.png
Augmented Form,https://cards.eternalwarcry.com/cards/full/Augmented_Form.png
Rolant's Honor Guard,https://cards.eternalwarcry.com/cards/full/Rolant's_Honor_Guard.png
Flight Lieutenant,https://cards.eternalwarcry.com/cards/full/Flight_Lieutenant.png
"Rolant, the Iron Fist","https://cards.eternalwarcry.com/cards/full/Rolant,_the_Iron_Fist.png"
Sword of the Sky King,https://cards.eternalwarcry.com/cards/full/Sword_of_the_Sky_King.png
Primal Sigil,https://cards.eternalwarcry.com/cards/full/Primal_Sigil.png
Trail Stories,https://cards.eternalwarcry.com/cards/full/Trail_Stories.png
Unstable Form,https://cards.eternalwarcry.com/cards/full/Unstable_Form.png
Levitate,https://cards.eternalwarcry.com/cards/full/Levitate.png
Yeti Spy,https://cards.eternalwarcry.com/cards/full/Yeti_Spy.png
Blind Storyteller,https://cards.eternalwarcry.com/cards/full/Blind_Storyteller.png
Permafrost,https://cards.eternalwarcry.com/cards/full/Permafrost.png
Static Bolt,https://cards.eternalwarcry.com/cards/full/Static_Bolt.png
Wild Cloudsnake,https://cards.eternalwarcry.com/cards/full/Wild_Cloudsnake.png
Herald's Song,https://cards.eternalwarcry.com/cards/full/Herald's_Song.png
Lightning Strike,https://cards.eternalwarcry.com/cards/full/Lightning_Strike.png
Cloudsnake Saddle,https://cards.eternalwarcry.com/cards/full/Cloudsnake_Saddle.png
Backlash,https://cards.eternalwarcry.com/cards/full/Backlash.png
East-Wind Herald,https://cards.eternalwarcry.com/cards/full/East-Wind_Herald.png
Whispering Wind,https://cards.eternalwarcry.com/cards/full/Whispering_Wind.png
Yeti Snowslinger,https://cards.eternalwarcry.com/cards/full/Yeti_Snowslinger.png
Tundra Explorer,https://cards.eternalwarcry.com/cards/full/Tundra_Explorer.png
Violent Gust,https://cards.eternalwarcry.com/cards/full/Violent_Gust.png
Lightning Storm,https://cards.eternalwarcry.com/cards/full/Lightning_Storm.png
Second Sight,https://cards.eternalwarcry.com/cards/full/Second_Sight.png
Skysnapper,https://cards.eternalwarcry.com/cards/full/Skysnapper.png
Flash Freeze,https://cards.eternalwarcry.com/cards/full/Flash_Freeze.png
Eye of Winter,https://cards.eternalwarcry.com/cards/full/Eye_of_Winter.png
Polymorph,https://cards.eternalwarcry.com/cards/full/Polymorph.png
Cobalt Acolyte,https://cards.eternalwarcry.com/cards/full/Cobalt_Acolyte.png
Scheme,https://cards.eternalwarcry.com/cards/full/Scheme.png
Ice Sprite,https://cards.eternalwarcry.com/cards/full/Ice_Sprite.png
Scaly Gruan,https://cards.eternalwarcry.com/cards/full/Scaly_Gruan.png
Icebreaker,https://cards.eternalwarcry.com/cards/full/Icebreaker.png
Mirror Image,https://cards.eternalwarcry.com/cards/full/Mirror_Image.png
Wisdom of the Elders,https://cards.eternalwarcry.com/cards/full/Wisdom_of_the_Elders.png
Serpent Trainer,https://cards.eternalwarcry.com/cards/full/Serpent_Trainer.png
Jarrall's Frostkin,https://cards.eternalwarcry.com/cards/full/Jarrall's_Frostkin.png
Rain of Frogs,https://cards.eternalwarcry.com/cards/full/Rain_of_Frogs.png
Yeti Troublemaker,https://cards.eternalwarcry.com/cards/full/Yeti_Troublemaker.png
Deranged Dinomancer,https://cards.eternalwarcry.com/cards/full/Deranged_Dinomancer.png
Stormcaller,https://cards.eternalwarcry.com/cards/full/Stormcaller.png
Nesting Avisaur,https://cards.eternalwarcry.com/cards/full/Nesting_Avisaur.png
Jotun Warrior,https://cards.eternalwarcry.com/cards/full/Jotun_Warrior.png
Jotun Hurler,https://cards.eternalwarcry.com/cards/full/Jotun_Hurler.png
Elysian Trailblazer,https://cards.eternalwarcry.com/cards/full/Elysian_Trailblazer.png
Soaring Stranger,https://cards.eternalwarcry.com/cards/full/Soaring_Stranger.png
Windshaper,https://cards.eternalwarcry.com/cards/full/Windshaper.png
West-Wind Herald,https://cards.eternalwarcry.com/cards/full/West-Wind_Herald.png
Crystallize,https://cards.eternalwarcry.com/cards/full/Crystallize.png
Magus of the Mist,https://cards.eternalwarcry.com/cards/full/Magus_of_the_Mist.png
Staff of Stories,https://cards.eternalwarcry.com/cards/full/Staff_of_Stories.png
Aerial Ace,https://cards.eternalwarcry.com/cards/full/Aerial_Ace.png
Sapphire Dragon,https://cards.eternalwarcry.com/cards/full/Sapphire_Dragon.png
Hatchery Hunter,https://cards.eternalwarcry.com/cards/full/Hatchery_Hunter.png
Araktodon,https://cards.eternalwarcry.com/cards/full/Araktodon.png
Jarrall Iceheart,https://cards.eternalwarcry.com/cards/full/Jarrall_Iceheart.png
North-Wind Herald,https://cards.eternalwarcry.com/cards/full/North-Wind_Herald.png
Celestial Omen,https://cards.eternalwarcry.com/cards/full/Celestial_Omen.png
Mistveil Drake,https://cards.eternalwarcry.com/cards/full/Mistveil_Drake.png
Thunderstrike Dragon,https://cards.eternalwarcry.com/cards/full/Thunderstrike_Dragon.png
Channel the Tempest,https://cards.eternalwarcry.com/cards/full/Channel_the_Tempest.png
"Eilyn, Queen of the Wilds","https://cards.eternalwarcry.com/cards/full/Eilyn,_Queen_of_the_Wilds.png"
Rimescale Draconus,https://cards.eternalwarcry.com/cards/full/Rimescale_Draconus.png
Skycrag Wyvarch,https://cards.eternalwarcry.com/cards/full/Skycrag_Wyvarch.png
Scourge of Frosthome,https://cards.eternalwarcry.com/cards/full/Scourge_of_Frosthome.png
Shadow Sigil,https://cards.eternalwarcry.com/cards/full/Shadow_Sigil.png
Dark Return,https://cards.eternalwarcry.com/cards/full/Dark_Return.png
Suffocate,https://cards.eternalwarcry.com/cards/full/Suffocate.png
Sabotage,https://cards.eternalwarcry.com/cards/full/Sabotage.png
Hair-Trigger Stranger,https://cards.eternalwarcry.com/cards/full/Hair-Trigger_Stranger.png
Pilfer,https://cards.eternalwarcry.com/cards/full/Pilfer.png
Slumbering Stone,https://cards.eternalwarcry.com/cards/full/Slumbering_Stone.png
Direfang Spider,https://cards.eternalwarcry.com/cards/full/Direfang_Spider.png
Knifejack,https://cards.eternalwarcry.com/cards/full/Knifejack.png
Ghostform,https://cards.eternalwarcry.com/cards/full/Ghostform.png
Rapid Shot,https://cards.eternalwarcry.com/cards/full/Rapid_Shot.png
Blood Beetle,https://cards.eternalwarcry.com/cards/full/Blood_Beetle.png
Devour,https://cards.eternalwarcry.com/cards/full/Devour.png
Sporefolk,https://cards.eternalwarcry.com/cards/full/Sporefolk.png
Venomfang Dagger,https://cards.eternalwarcry.com/cards/full/Venomfang_Dagger.png
Dark Wisp,https://cards.eternalwarcry.com/cards/full/Dark_Wisp.png
Scavenging Vulture,https://cards.eternalwarcry.com/cards/full/Scavenging_Vulture.png
Blackguard Sidearm,https://cards.eternalwarcry.com/cards/full/Blackguard_Sidearm.png
Madness,https://cards.eternalwarcry.com/cards/full/Madness.png
Argenport Instigator,https://cards.eternalwarcry.com/cards/full/Argenport_Instigator.png
Annihilate,https://cards.eternalwarcry.com/cards/full/Annihilate.png
Lethrai Ranger,https://cards.eternalwarcry.com/cards/full/Lethrai_Ranger.png
Direwood Beastcaller,https://cards.eternalwarcry.com/cards/full/Direwood_Beastcaller.png
Torrent of Spiders,https://cards.eternalwarcry.com/cards/full/Torrent_of_Spiders.png
Desperado,https://cards.eternalwarcry.com/cards/full/Desperado.png
Plague,https://cards.eternalwarcry.com/cards/full/Plague.png
Lifedrinker,https://cards.eternalwarcry.com/cards/full/Lifedrinker.png
Amethyst Acolyte,https://cards.eternalwarcry.com/cards/full/Amethyst_Acolyte.png
Execute,https://cards.eternalwarcry.com/cards/full/Execute.png
Ravenous Thornbeast,https://cards.eternalwarcry.com/cards/full/Ravenous_Thornbeast.png
Lethrai Nightblade,https://cards.eternalwarcry.com/cards/full/Lethrai_Nightblade.png
Shadowlands Guide,https://cards.eternalwarcry.com/cards/full/Shadowlands_Guide.png
Xenan Destroyer,https://cards.eternalwarcry.com/cards/full/Xenan_Destroyer.png
Beastcaller's Amulet,https://cards.eternalwarcry.com/cards/full/Beastcaller's_Amulet.png
Cabal Recruiter,https://cards.eternalwarcry.com/cards/full/Cabal_Recruiter.png
Back-Alley Bouncer,https://cards.eternalwarcry.com/cards/full/Back-Alley_Bouncer.png
Lethrai Falchion,https://cards.eternalwarcry.com/cards/full/Lethrai_Falchion.png
Impending Doom,https://cards.eternalwarcry.com/cards/full/Impending_Doom.png
Steward of the Past,https://cards.eternalwarcry.com/cards/full/Steward_of_the_Past.png
Stonescar Magus,https://cards.eternalwarcry.com/cards/full/Stonescar_Magus.png
Subvert,https://cards.eternalwarcry.com/cards/full/Subvert.png
Deathstrike,https://cards.eternalwarcry.com/cards/full/Deathstrike.png
Soul Collector,https://cards.eternalwarcry.com/cards/full/Soul_Collector.png
Grasping at Shadows,https://cards.eternalwarcry.com/cards/full/Grasping_at_Shadows.png
Lurking Sanguar,https://cards.eternalwarcry.com/cards/full/Lurking_Sanguar.png
Oblivion Spike,https://cards.eternalwarcry.com/cards/full/Oblivion_Spike.png
"Ashara, the Deadshot","https://cards.eternalwarcry.com/cards/full/Ashara,_the_Deadshot.png"
Cabal Cutthroat,https://cards.eternalwarcry.com/cards/full/Cabal_Cutthroat.png
Umbren Reaper,https://cards.eternalwarcry.com/cards/full/Umbren_Reaper.png
Argenport Ringmaster,https://cards.eternalwarcry.com/cards/full/Argenport_Ringmaster.png
Direwood Rampager,https://cards.eternalwarcry.com/cards/full/Direwood_Rampager.png
